WHO_region	Country	ISO3	Date_report	Date_report_start	Date_report_end	Date_sequence_start	Date_sequence_end	New_b117	Cumu_b117	Prop_b117	New_b117k	Cumu_b117k	Prop_b117k	New_b1351	Cumu_b1351	Prop_b1351	New_p1	Cumu_p1	Prop_p1	New_b16172	Cumu_b16172	Prop_b16172	New_sequenced	Cumu_sequenced	link1
AMR	Ecuador	ECU	2021/9/9		2021/9/9				265									327			450				https://www.salud.gob.ec/msp-registra-un-descenso-del-85-de-casos-covid-19-a-escala-nacional/
AMR	Ecuador	ECU	2021/9/17		2021/9/17				265									330			462				https://www.salud.gob.ec/se-reporta-disminucion-de-casos-delta-en-ecuador/
AMR	Panama	PAN				2020/2/1	2021/8/31		153									182			73			2208	http://www.gorgas.gob.pa/vigenomica/agosto.html#/3/3
AMR	Panama	PAN				2020/2/1	2021/9/30		158									189			245			2516	http://www.gorgas.gob.pa/vigenomica/septiembre.html#/3/3
AMR	Panama	PAN				2020/2/1	2021/10/31		158									192			429			2736	http://www.gorgas.gob.pa/vigenomica/octubre.html#/3/3
EUR	Switzerland	CHE	2020/10/14			2020/10/13	2020/10/14		1			0			0			0			0				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2020/10/15			2020/10/14	2020/10/15		1			0			0			0			0				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2020/10/16			2020/10/15	2020/10/16		1			0			0			0			0				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2020/10/17			2020/10/16	2020/10/17		1			0			0			0			0				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2020/10/18			2020/10/17	2020/10/18		1			0			0			0			0				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2020/10/19			2020/10/18	2020/10/19		1			0			0			0			0				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2020/10/20			2020/10/19	2020/10/20		1			0			0			0			0				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2020/10/21			2020/10/20	2020/10/21		1			0			0			0			0				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2020/10/22			2020/10/21	2020/10/22		1			0			0			0			0				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2020/10/23			2020/10/22	2020/10/23		1			0			0			0			0				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2020/10/24			2020/10/23	2020/10/24		1			0			0			0			0				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2020/10/25			2020/10/24	2020/10/25		1			0			0			0			0				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2020/10/26			2020/10/25	2020/10/26		2			0			0			0			0				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2020/10/27			2020/10/26	2020/10/27		2			0			0			0			0				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2020/10/28			2020/10/27	2020/10/28		2			0			0			0			0				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2020/10/29			2020/10/28	2020/10/29		2			0			0			0			0				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2020/10/30			2020/10/29	2020/10/30		2			0			0			0			0				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2020/10/31			2020/10/30	2020/10/31		2			0			0			0			0				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2020/11/1			2020/10/31	2020/11/1		2			0			0			0			0				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2020/11/2			2020/11/1	2020/11/2		2			0			0			0			0				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2020/11/3			2020/11/2	2020/11/3		2			0			0			0			0				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2020/11/4			2020/11/3	2020/11/4		2			0			0			0			0				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2020/11/5			2020/11/4	2020/11/5		3			0			0			0			0				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2020/11/6			2020/11/5	2020/11/6		4			0			0			0			0				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2020/11/7			2020/11/6	2020/11/7		4			0			0			0			0				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2020/11/8			2020/11/7	2020/11/8		4			0			0			0			0				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2020/11/9			2020/11/8	2020/11/9		13			0			0			0			0				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2020/11/10			2020/11/9	2020/11/10		13			0			0			0			0				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2020/11/11			2020/11/10	2020/11/11		13			0			0			0			0				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2020/11/12			2020/11/11	2020/11/12		16			0			1			0			0				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2020/11/13			2020/11/12	2020/11/13		16			0			1			0			0				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2020/11/14			2020/11/13	2020/11/14		16			0			1			0			0				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2020/11/15			2020/11/14	2020/11/15		16			0			1			0			0				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2020/11/16			2020/11/15	2020/11/16		16			0			1			0			0				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2020/11/17			2020/11/16	2020/11/17		16			0			1			0			0				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2020/11/18			2020/11/17	2020/11/18		16			0			1			0			0				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2020/11/19			2020/11/18	2020/11/19		17			0			1			0			0				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2020/11/20			2020/11/19	2020/11/20		17			0			2			0			0				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2020/11/21			2020/11/20	2020/11/21		17			0			2			0			0				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2020/11/22			2020/11/21	2020/11/22		17			0			2			0			0				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2020/11/23			2020/11/22	2020/11/23		17			0			2			0			0				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2020/11/24			2020/11/23	2020/11/24		19			0			2			0			0				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2020/11/25			2020/11/24	2020/11/25		23			0			2			0			0				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2020/11/26			2020/11/25	2020/11/26		23			0			2			0			0				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2020/11/27			2020/11/26	2020/11/27		24			0			2			0			0				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2020/11/28			2020/11/27	2020/11/28		24			0			2			0			0				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2020/11/29			2020/11/28	2020/11/29		24			0			2			0			0				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2020/11/30			2020/11/29	2020/11/30		26			0			2			0			0				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2020/12/1			2020/11/30	2020/12/1		26			0			2			0			0				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2020/12/2			2020/12/1	2020/12/2		26			0			2			0			0				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2020/12/3			2020/12/2	2020/12/3		27			0			2			0			0				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2020/12/4			2020/12/3	2020/12/4		27			0			2			0			0				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2020/12/5			2020/12/4	2020/12/5		28			0			2			0			0				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2020/12/6			2020/12/5	2020/12/6		28			0			2			0			0				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2020/12/7			2020/12/6	2020/12/7		31			0			2			0			0				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2020/12/8			2020/12/7	2020/12/8		32			0			2			0			0				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2020/12/9			2020/12/8	2020/12/9		32			0			2			0			0				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2020/12/10			2020/12/9	2020/12/10		33			0			2			0			0				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2020/12/11			2020/12/10	2020/12/11		35			0			2			0			0				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2020/12/12			2020/12/11	2020/12/12		40			0			2			0			0				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2020/12/13			2020/12/12	2020/12/13		42			0			2			0			0				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2020/12/14			2020/12/13	2020/12/14		45			0			4			0			0				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2020/12/15			2020/12/14	2020/12/15		45			0			5			0			0				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2020/12/16			2020/12/15	2020/12/16		49			0			5			0			0				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2020/12/17			2020/12/16	2020/12/17		52			0			5			0			0				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2020/12/18			2020/12/17	2020/12/18		54			0			5			0			0				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2020/12/19			2020/12/18	2020/12/19		55			0			5			0			0				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2020/12/20			2020/12/19	2020/12/20		59			0			5			0			0				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2020/12/21			2020/12/20	2020/12/21		63			0			6			0			0				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2020/12/22			2020/12/21	2020/12/22		71			0			6			0			0				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2020/12/23			2020/12/22	2020/12/23		74			0			7			0			0				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2020/12/24			2020/12/23	2020/12/24		81			0			7			0			0				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2020/12/25			2020/12/24	2020/12/25		83			0			7			0			0				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2020/12/26			2020/12/25	2020/12/26		102			0			7			0			0				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2020/12/27			2020/12/26	2020/12/27		109			0			7			0			0				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2020/12/28			2020/12/27	2020/12/28		131			0			9			0			0				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2020/12/29			2020/12/28	2020/12/29		148			0			10			0			0				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2020/12/30			2020/12/29	2020/12/30		160			0			10			0			0				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2020/12/31			2020/12/30	2020/12/31		178			0			10			0			0				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/1/1			2020/12/31	2021/1/1		223			0			11			0			0				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/1/2			2021/1/1	2021/1/2		233			0			12			0			2				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/1/3			2021/1/2	2021/1/3		242			0			12			0			2				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/1/4			2021/1/3	2021/1/4		266			0			15			0			2				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/1/5			2021/1/4	2021/1/5		312			0			16			0			2				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/1/6			2021/1/5	2021/1/6		335			0			16			0			2				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/1/7			2021/1/6	2021/1/7		369			0			17			0			2				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/1/8			2021/1/7	2021/1/8		398			0			18			0			3				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/1/9			2021/1/8	2021/1/9		423			0			18			0			3				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/1/10			2021/1/9	2021/1/10		457			0			21			0			3				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/1/11			2021/1/10	2021/1/11		517			0			24			0			3				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/1/12			2021/1/11	2021/1/12		557			0			24			0			3				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/1/13			2021/1/12	2021/1/13		600			0			27			0			3				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/1/14			2021/1/13	2021/1/14		637			0			30			0			3				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/1/15			2021/1/14	2021/1/15		706			0			30			0			3				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/1/16			2021/1/15	2021/1/16		739			0			30			0			3				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/1/17			2021/1/16	2021/1/17		771			0			30			1			3				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/1/18			2021/1/17	2021/1/18		831			0			32			1			3				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/1/19			2021/1/18	2021/1/19		916			0			36			1			3				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/1/20			2021/1/19	2021/1/20		991			0			38			1			3				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/1/21			2021/1/20	2021/1/21		1062			0			40			1			3				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/1/22			2021/1/21	2021/1/22		1129			0			51			1			3				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/1/23			2021/1/22	2021/1/23		1193			0			56			1			3				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/1/24			2021/1/23	2021/1/24		1277			0			58			1			3				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/1/25			2021/1/24	2021/1/25		1427			0			67			1			3				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/1/26			2021/1/25	2021/1/26		1583			0			73			2			3				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/1/27			2021/1/26	2021/1/27		1745			0			79			3			3				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/1/28			2021/1/27	2021/1/28		1921			0			86			3			3				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/1/29			2021/1/28	2021/1/29		2144			0			102			7			3				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/1/30			2021/1/29	2021/1/30		2267			0			110			10			3				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/1/31			2021/1/30	2021/1/31		2361			0			116			11			3				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/2/1			2021/1/31	2021/2/1		2664			0			124			11			3				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/2/2			2021/2/1	2021/2/2		2827			0			130			11			3				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/2/3			2021/2/2	2021/2/3		3049			0			137			12			3				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/2/4			2021/2/3	2021/2/4		3242			0			139			14			3				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/2/5			2021/2/4	2021/2/5		3503			0			144			14			3				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/2/6			2021/2/5	2021/2/6		3631			0			148			14			3				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/2/7			2021/2/6	2021/2/7		3757			0			155			14			3				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/2/8			2021/2/7	2021/2/8		4021			0			161			14			3				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/2/9			2021/2/8	2021/2/9		4204			0			169			14			3				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/2/10			2021/2/9	2021/2/10		4374			0			172			14			3				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/2/11			2021/2/10	2021/2/11		4584			0			183			15			4				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/2/12			2021/2/11	2021/2/12		4773			0			190			17			4				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/2/13			2021/2/12	2021/2/13		4929			0			199			17			5				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/2/14			2021/2/13	2021/2/14		5043			0			200			20			5				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/2/15			2021/2/14	2021/2/15		5263			0			212			22			5				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/2/16			2021/2/15	2021/2/16		5501			0			217			23			5				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/2/17			2021/2/16	2021/2/17		5742			0			226			23			5				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/2/18			2021/2/17	2021/2/18		5880			0			237			23			5				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/2/19			2021/2/18	2021/2/19		6098			0			242			23			5				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/2/20			2021/2/19	2021/2/20		6234			0			248			24			5				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/2/21			2021/2/20	2021/2/21		6421			0			251			24			5				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/2/22			2021/2/21	2021/2/22		6795			0			260			24			5				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/2/23			2021/2/22	2021/2/23		7106			0			271			27			5				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/2/24			2021/2/23	2021/2/24		7334			0			283			27			5				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/2/25			2021/2/24	2021/2/25		7582			0			293			27			5				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/2/26			2021/2/25	2021/2/26		7821			0			308			28			5				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/2/27			2021/2/26	2021/2/27		7981			0			311			28			5				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/2/28			2021/2/27	2021/2/28		8125			0			317			28			5				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/3/1			2021/2/28	2021/3/1		8516			0			323			28			5				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/3/2			2021/3/1	2021/3/2		8862			0			330			28			5				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/3/3			2021/3/2	2021/3/3		9243			0			335			28			5				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/3/4			2021/3/3	2021/3/4		9533			0			335			28			5				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/3/5			2021/3/4	2021/3/5		9913			0			339			28			5				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/3/6			2021/3/5	2021/3/6		10131			0			340			28			5				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/3/7			2021/3/6	2021/3/7		10333			0			341			29			5				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/3/8			2021/3/7	2021/3/8		10924			0			345			33			5				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/3/9			2021/3/8	2021/3/9		11354			0			348			34			5				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/3/10			2021/3/9	2021/3/10		11790			0			352			37			5				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/3/11			2021/3/10	2021/3/11		12124			0			357			38			5				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/3/12			2021/3/11	2021/3/12		12443			0			361			38			5				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/3/13			2021/3/12	2021/3/13		12687			0			365			41			5				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/3/14			2021/3/13	2021/3/14		12880			0			365			41			5				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/3/15			2021/3/14	2021/3/15		13425			0			365			41			5				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/3/16			2021/3/15	2021/3/16		13884			0			369			41			5				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/3/17			2021/3/16	2021/3/17		14425			0			371			42			5				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/3/18			2021/3/17	2021/3/18		15024			0			372			42			5				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/3/19			2021/3/18	2021/3/19		15554			0			373			43			5				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/3/20			2021/3/19	2021/3/20		15927			0			376			43			5				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/3/21			2021/3/20	2021/3/21		16246			0			377			44			5				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/3/22			2021/3/21	2021/3/22		17088			0			382			47			5				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/3/23			2021/3/22	2021/3/23		17813			0			385			47			5				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/3/24			2021/3/23	2021/3/24		18559			0			385			48			5				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/3/25			2021/3/24	2021/3/25		19318			0			386			51			5				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/3/26			2021/3/25	2021/3/26		20008			0			389			51			5				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/3/27			2021/3/26	2021/3/27		20378			0			390			51			5				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/3/28			2021/3/27	2021/3/28		20690			0			391			51			5				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/3/29			2021/3/28	2021/3/29		21706			0			395			51			5				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/3/30			2021/3/29	2021/3/30		22465			0			398			51			5				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/3/31			2021/3/30	2021/3/31		23206			0			401			52			5				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/4/1			2021/3/31	2021/4/1		23853			0			402			52			5				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/4/2			2021/4/1	2021/4/2		24213			0			403			54			5				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/4/3			2021/4/2	2021/4/3		24614			0			404			54			5				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/4/4			2021/4/3	2021/4/4		24888			0			405			55			5				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/4/5			2021/4/4	2021/4/5		25075			0			406			55			5				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/4/6			2021/4/5	2021/4/6		25354			0			408			55			5				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/4/7			2021/4/6	2021/4/7		25624			0			412			56			7				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/4/8			2021/4/7	2021/4/8		25918			0			417			57			8				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/4/9			2021/4/8	2021/4/9		26156			0			420			57			8				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/4/10			2021/4/9	2021/4/10		26351			0			423			58			8				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
EUR	Switzerland	CHE	2021/4/11			2021/4/10	2021/4/11		26409			0			423			58			8				https://www.covid19.admin.ch/en/epidemiologic/virus-variants
